scenario_key,scenario_name,pd_multiplier,issue_year,grade,loan_status,loans,exposure_at_default,expected_loss,expected_loss_rate,exposure_weighted_pd,exposure_weighted_lgd
severe,Severe Deterioration,1.5,2016,B,Default,1,468.01,418.5985543570843,0.8944222438774477,1.0,0.8944222438774477
severe,Severe Deterioration,1.5,2016,B,In Grace Period,410,1794483.6600000001,273925.3037893678,0.1526485361195029,0.1706671956834948,0.8944222438774477
severe,Severe Deterioration,1.5,2016,B,Late (16-30 days),217,769993.7099999998,117538.41265272503,0.1526485361195029,0.1706671956834948,0.8944222438774477
severe,Severe Deterioration,1.5,2016,B,Late (31-120 days),1127,5044045.020000002,769966.0884238684,0.15264853611950277,0.1706671956834948,0.8944222438774473
severe,Severe Deterioration,1.5,2016,C,Current,42340,251487630.31999832,61650444.371356934,0.2451430485583389,0.27460096800117384,0.8927246336483928
severe,Severe Deterioration,1.5,2016,C,Default,2,5253.01,4689.491427801331,0.8927246336483904,1.0,0.8927246336483904
severe,Severe Deterioration,1.5,2016,C,In Grace Period,609,3524120.5100000002,863913.6453083684,0.245143048558339,0.2746009680011712,0.8927246336483904
severe,Severe Deterioration,1.5,2016,C,Late (16-30 days),305,1977637.6900000002,484804.1322704712,0.24514304855833888,0.2746009680011711,0.8927246336483902
severe,Severe Deterioration,1.5,2016,C,Late (31-120 days),1574,10161117.579999998,2490927.3403209317,0.24514304855833902,0.2746009680011711,0.8927246336483906
severe,Severe Deterioration,1.5,2016,D,Current,16763,119440170.70000014,38074422.673684485,0.31877401422438223,0.35744847339429947,0.8918041003150324
severe,Severe Deterioration,1.5,2016,D,Default,3,17892.239999999998,15956.372995820602,0.8918041003150307,1.0,0.8918041003150307
severe,Severe Deterioration,1.5,2016,D,In Grace Period,365,2822405.39,899709.4959388392,0.3187740142243844,0.35744847339429947,0.8918041003150307
severe,Severe Deterioration,1.5,2016,D,Late (16-30 days),192,1284030.74,409315.63337730686,0.31877401422438445,0.3574484733942995,0.8918041003150307
severe,Severe Deterioration,1.5,2016,D,Late (31-120 days),866,6859265.77,2186555.6841348135,0.3187740142243845,0.3574484733942995,0.8918041003150308
severe,Severe Deterioration,1.5,2016,E,Current,6476,60993150.010000035,23891617.614806987,0.3917098495632686,0.440453392262572,0.8893332562410003
severe,Severe Deterioration,1.5,2016,E,Default,1,11105.05,9876.090277219126,0.8893332562410008,1.0,0.8893332562410008
severe,Severe Deterioration,1.5,2016,E,In Grace Period,175,1762522.5000000002,690397.4233268758,0.3917098495632684,0.4404533922625723,0.8893332562410007
severe,Severe Deterioration,1.5,2016,E,Late (16-30 days),75,858196.74,336164.11592108733,0.3917098495632684,0.4404533922625724,0.8893332562410008
severe,Severe Deterioration,1.5,2016,E,Late (31-120 days),475,5094768.91,1995671.1632957174,0.3917098495632685,0.4404533922625724,0.8893332562410008
severe,Severe Deterioration,1.5,2016,F,Current,2004,21081301.999999993,9585812.699868329,0.4547068629759363,0.5149105694603479,0.8830792955998008
severe,Severe Deterioration,1.5,2016,F,Default,1,14928.28,13182.85498691659,0.8830792955998006,1.0,0.8830792955998006
severe,Severe Deterioration,1.5,2016,F,In Grace Period,70,923881.0499999999,420095.0540084138,0.45470686297593593,0.5149105694603476,0.8830792955998007
severe,Severe Deterioration,1.5,2016,F,Late (16-30 days),27,312837.13999999996,142249.1945517637,0.45470686297593604,0.5149105694603477,0.8830792955998006
severe,Severe Deterioration,1.5,2016,F,Late (31-120 days),158,2114754.6299999994,961593.4437711362,0.4547068629759361,0.5149105694603477,0.8830792955998008
severe,Severe Deterioration,1.5,2016,G,Current,483,5520008.470000001,2666852.563907993,0.4831247231597079,0.5457409908755426,0.8852637629154846
severe,Severe Deterioration,1.5,2016,G,In Grace Period,23,302504.06000000006,146147.1902421877,0.48312472315970795,0.5457409908755424,0.8852637629154844
severe,Severe Deterioration,1.5,2016,G,Late (16-30 days),6,71384.56,34487.64578787756,0.48312472315970795,0.5457409908755425,0.8852637629154846
severe,Severe Deterioration,1.5,2016,G,Late (31-120 days),37,415148.92,200568.70704505173,0.48312472315970795,0.5457409908755426,0.8852637629154846
severe,Severe Deterioration,1.5,2017,A,Current,50866,360338525.9700034,26639214.10372436,0.07392829848546907,0.08262053952001176,0.8947932186712744
severe,Severe Deterioration,1.5,2017,A,Default,3,37177.35,33266.04066816848,0.8947932186712739,1.0,0.8947932186712739
severe,Severe Deterioration,1.5,2017,A,In Grace Period,204,1704909.5299999998,126041.06062456187,0.07392829848546971,0.08262053952001311,0.8947932186712741
severe,Severe Deterioration,1.5,2017,A,Late (16-30 days),107,878000.3900000001,64909.074902278815,0.0739282984854697,0.08262053952001308,0.894793218671274
severe,Severe Deterioration,1.5,2017,A,Late (31-120 days),491,4302151.240000003,318050.7210003537,0.07392829848546967,0.08262053952001305,0.8947932186712735
severe,Severe Deterioration,1.5,2017,B,Current,82983,667873058.3900067,101949844.67688844,0.15264853611950085,0.17066719568349337,0.8944222438774484
severe,Severe Deterioration,1.5,2017,B,Default,4,44827.14,40094.39114540849,0.8944222438774476,1.0,0.8944222438774476
severe,Severe Deterioration,1.5,2017,B,In Grace Period,626,5530546.609999999,844229.8439571791,0.15264853611950288,0.17066719568349492,0.8944222438774478
severe,Severe Deterioration,1.5,2017,B,Late (16-30 days),357,3155486.67,481680.4209201047,0.15264853611950283,0.17066719568349484,0.8944222438774476
severe,Severe Deterioration,1.5,2017,B,Late (31-120 days),1848,16809931.269999996,2566011.4006349565,0.15264853611950296,0.17066719568349487,0.894422243877448
severe,Severe Deterioration,1.5,2017,C,Current,85187,851450473.620007,208727164.79964852,0.24514304855833713,0.27460096800116995,0.8927246336483906
severe,Severe Deterioration,1.5,2017,C,Default,6,56967.83,50856.58516649378,0.8927246336483903,1.0,0.8927246336483903
severe,Severe Deterioration,1.5,2017,C,In Grace Period,1142,12580344.190000001,3083983.9266497875,0.24514304855833893,0.274600968001171,0.8927246336483902
severe,Severe Deterioration,1.5,2017,C,Late (16-30 days),548,6033937.309999999,1479177.7869833028,0.24514304855833896,0.2746009680011713,0.8927246336483905
severe,Severe Deterioration,1.5,2017,C,Late (31-120 days),3081,34708781.19999998,8508616.435112366,0.2451430485583392,0.2746009680011713,0.8927246336483908
severe,Severe Deterioration,1.5,2017,D,Current,29566,306748514.340001,97783455.27352831,0.31877401422438456,0.35744847339429675,0.8918041003150274
severe,Severe Deterioration,1.5,2017,D,Default,4,32770.95,29225.267581218846,0.8918041003150305,1.0,0.8918041003150305
severe,Severe Deterioration,1.5,2017,D,In Grace Period,577,6686512.789999997,2131486.523230989,0.31877401422438467,0.3574484733942999,0.8918041003150308
severe,Severe Deterioration,1.5,2017,D,Late (16-30 days),303,3620732.579999999,1154195.4589596118,0.3187740142243844,0.3574484733942996,0.8918041003150311
severe,Severe Deterioration,1.5,2017,D,Late (31-120 days),1572,19122799.900000006,6095851.687332656,0.3187740142243843,0.3574484733942994,0.8918041003150301
severe,Severe Deterioration,1.5,2017,E,Current,8946,103203462.43999997,40425812.74678077,0.391709849563268,0.44045339226257313,0.8893332562410026
severe,Severe Deterioration,1.5,2017,E,Default,4,51382.86,45696.48619877547,0.8893332562410008,1.0,0.8893332562410008
severe,Severe Deterioration,1.5,2017,E,In Grace Period,214,2934900.71,1149629.5155972296,0.3917098495632684,0.44045339226257246,0.8893332562410011
severe,Severe Deterioration,1.5,2017,E,Late (16-30 days),109,1513165.9900000002,592722.0223071543,0.39170984956326843,0.4404533922625723,0.889333256241001
severe,Severe Deterioration,1.5,2017,E,Late (31-120 days),646,8783774.100000001,3440690.8313087346,0.3917098495632685,0.4404533922625723,0.8893332562410005
severe,Severe Deterioration,1.5,2017,F,Current,2250,31839958.92999997,14477847.842342924,0.45470686297593593,0.5149105694603485,0.8830792955998015
severe,Severe Deterioration,1.5,2017,F,In Grace Period,72,1164565.4700000002,529535.9115937966,0.454706862975936,0.5149105694603475,0.8830792955998005
severe,Severe Deterioration,1.5,2017,F,Late (16-30 days),38,608385.77,276637.18495589937,0.4547068629759361,0.5149105694603477,0.8830792955998004
severe,Severe Deterioration,1.5,2017,F,Late (31-120 days),227,3761268.229999999,1710274.477674351,0.45470686297593604,0.5149105694603479,0.8830792955998005
severe,Severe Deterioration,1.5,2017,G,Current,1117,17959659.649999984,8676755.596448826,0.4831247231597083,0.5457409908755431,0.885263762915486
severe,Severe Deterioration,1.5,2017,G,In Grace Period,52,910062.02,439673.4614706645,0.4831247231597078,0.5457409908755425,0.8852637629154845
severe,Severe Deterioration,1.5,2017,G,Late (16-30 days),21,421953.70999999996,203856.26932996168,0.48312472315970795,0.5457409908755426,0.8852637629154847
severe,Severe Deterioration,1.5,2017,G,Late (31-120 days),134,2313093.73,1117512.7679487062,0.48312472315970795,0.5457409908755426,0.8852637629154847
severe,Severe Deterioration,1.5,2018,A,Current,121070,1554548733.81997,114925142.8040527,0.07392829848547033,0.08262053952001544,0.8947932186712975
severe,Severe Deterioration,1.5,2018,A,In Grace Period,305,4175795.1400000006,308709.42952409387,0.07392829848546972,0.08262053952001308,0.8947932186712739
severe,Severe Deterioration,1.5,2018,A,Late (16-30 days),160,2130847.41,157529.92335347008,0.07392829848546971,0.0826205395200131,0.894793218671274
severe,Severe Deterioration,1.5,2018,A,Late (31-120 days),515,7528314.6800000025,556555.4947555835,0.0739282984854697,0.08262053952001305,0.8947932186712739
severe,Severe Deterioration,1.5,2018,B,Current,123264,1682408562.560036,256817204.22969657,0.15264853611949694,0.1706671956834873,0.8944222438774193
severe,Severe Deterioration,1.5,2018,B,Default,1,3250.42,2907.247949944134,0.8944222438774477,1.0,0.8944222438774477
severe,Severe Deterioration,1.5,2018,B,In Grace Period,616,9075338.34,1385337.1123901994,0.1526485361195029,0.1706671956834948,0.8944222438774476
severe,Severe Deterioration,1.5,2018,B,Late (16-30 days),371,5490059.630000003,838049.5657282796,0.1526485361195028,0.17066719568349475,0.8944222438774474
severe,Severe Deterioration,1.5,2018,B,Late (31-120 days),1570,24709095.669999998,3771807.282862244,0.15264853611950277,0.17066719568349464,0.894422243877448
severe,Severe Deterioration,1.5,2018,C,Current,108070,1498692662.7600355,367394088.2010084,0.24514304855833807,0.27460096800116296,0.8927246336483735
severe,Severe Deterioration,1.5,2018,C,In Grace Period,972,15026142.519999992,3683554.38542488,0.24514304855833896,0.27460096800117134,0.8927246336483902
severe,Severe Deterioration,1.5,2018,C,Late (16-30 days),491,7623399.4,1868823.3692938115,0.24514304855833888,0.2746009680011713,0.8927246336483903
severe,Severe Deterioration,1.5,2018,C,Late (31-120 days),2352,36476754.99000001,8942022.919764198,0.24514304855833877,0.2746009680011711,0.8927246336483902
severe,Severe Deterioration,1.5,2018,D,Current,56234,782307902.7799945,249379430.528639,0.3187740142243853,0.3574484733943045,0.8918041003150402
severe,Severe Deterioration,1.5,2018,D,Default,6,78692.07999999999,70177.9196063184,0.8918041003150307,1.0,0.8918041003150307
severe,Severe Deterioration,1.5,2018,D,In Grace Period,708,10928666.209999999,3483774.797880092,0.3187740142243847,0.3574484733942995,0.891804100315031
severe,Severe Deterioration,1.5,2018,D,Late (16-30 days),387,5891778.49,1878145.8801781817,0.31877401422438434,0.3574484733942996,0.891804100315031
severe,Severe Deterioration,1.5,2018,D,Late (31-120 days),1894,28916540.400000002,9217841.660789594,0.31877401422438467,0.3574484733942998,0.8918041003150304
severe,Severe Deterioration,1.5,2018,E,Current,14796,201118738.90000054,78780190.95887311,0.3917098495632666,0.4404533922625704,0.8893332562410017
severe,Severe Deterioration,1.5,2018,E,In Grace Period,238,3482917.85,1364293.2270647225,0.39170984956326843,0.44045339226257235,0.8893332562410009
severe,Severe Deterioration,1.5,2018,E,Late (16-30 days),141,2061350.5500000003,807451.3138376605,0.3917098495632683,0.44045339226257235,0.8893332562410008
severe,Severe Deterioration,1.5,2018,E,Late (31-120 days),700,10554487.099999998,4134296.5541584594,0.3917098495632687,0.4404533922625724,0.8893332562410008
severe,Severe Deterioration,1.5,2018,F,Current,2276,39363587.419999994,17898893.351227224,0.4547068629759362,0.5149105694603474,0.8830792955998011
severe,Severe Deterioration,1.5,2018,F,In Grace Period,46,954507.98,434021.32927129744,0.454706862975936,0.5149105694603476,0.8830792955998006
severe,Severe Deterioration,1.5,2018,F,Late (16-30 days),37,642599.21,292194.2709299147,0.45470686297593604,0.5149105694603477,0.8830792955998006
severe,Severe Deterioration,1.5,2018,F,Late (31-120 days),147,2696533.72,1226132.388730031,0.454706862975936,0.5149105694603475,0.8830792955998006
severe,Severe Deterioration,1.5,2018,G,Current,472,8485711.049999997,4099656.8018445233,0.48312472315970795,0.5457409908755428,0.8852637629154848
severe,Severe Deterioration,1.5,2018,G,In Grace Period,9,197962.5,95640.57800850368,0.48312472315970795,0.5457409908755426,0.8852637629154847
severe,Severe Deterioration,1.5,2018,G,Late (16-30 days),7,122366.19,59118.13166785822,0.48312472315970795,0.5457409908755425,0.8852637629154845
severe,Severe Deterioration,1.5,2018,G,Late (31-120 days),39,761175.3699999999,367742.63990723825,0.483124723159708,0.5457409908755426,0.8852637629154849
